iter	RMSE
346	1266.052387
347	1265.246429
348	1264.301111
349	1263.886536
350	1263.34502
351	1263.090087
352	1262.898926
353	1262.511587
354	1262.228962
355	1261.859835
356	1261.596114
357	1261.367383
358	1260.973254
359	1259.885569
360	1259.51797
361	1258.99722
362	1258.654796
363	1258.447866
364	1258.037903
365	1257.644373
366	1257.38111
367	1256.95808
368	1256.504261
369	1256.109075
370	1255.229354
371	1254.749461
372	1254.567024
373	1254.025296
374	1253.768397
375	1253.504806
376	1253.203802
377	1252.835476
378	1252.706518
379	1252.263779
380	1251.882116
381	1251.516821
382	1251.047424
383	1250.753331
384	1250.061458
385	1249.760333
386	1249.463377
387	1249.007569
388	1248.619657
389	1248.367039
390	1247.955711
391	1247.707704
392	1246.912682
393	1246.568338
394	1246.122629
395	1245.755
396	1245.549931
397	1245.098635
398	1244.590066
399	1244.042429
400	1243.749806
401	1243.470727
402	1243.239854
403	1242.987201
404	1242.410871
405	1242.128105
406	1241.40939
407	1241.20031
408	1241.003642
409	1240.837426
410	1240.396886
411	1240.20074
412	1239.86831
413	1239.405942
414	1239.09649
415	1238.187219
416	1238.006844
417	1237.864771
418	1237.593313
419	1237.248758
420	1236.632171
421	1236.369016
422	1236.138542
423	1235.518517
424	1235.180566
425	1234.770855
426	1234.629136
427	1233.880176
428	1233.259036
429	1232.856264
430	1232.638972
431	1232.005631
432	1231.757567
433	1231.242965
434	1230.839938
435	1230.612737
436	1230.327639
437	1230.082361
438	1229.977038
439	1229.573455
440	1229.185227
441	1228.762353
442	1228.65518
443	1228.399679
444	1228.052148
445	1227.888237
446	1227.379962
447	1227.104416
448	1226.890968
449	1226.612405
450	1226.411608
451	1226.188147
452	1225.979521
453	1225.756961
454	1225.423658
455	1225.112741
456	1224.777494
457	1224.316141
458	1223.862718
459	1223.416022
460	1223.082525
461	1222.717762
462	1222.31869
463	1222.063573
464	1221.737074
465	1221.239927
466	1220.856125
467	1220.3747
468	1219.908257
469	1219.67502
470	1219.491845
471	1219.089036
472	1218.859883
473	1218.660719
474	1218.362236
475	1217.912009
476	1217.684214
477	1217.472509
478	1216.935153
479	1216.689844
480	1216.470455
481	1215.902629
482	1215.514172
483	1215.110234
484	1214.854137
485	1214.602305
486	1214.317258
487	1214.099079
488	1213.695964
489	1213.405725
490	1212.892468
491	1212.696446
492	1212.523661
493	1212.152071
494	1211.594065
495	1211.180671
496	1210.759416
497	1210.452292
498	1210.225268
499	1209.765824
500	1209.683999
501	1209.156636
502	1208.516682
503	1208.188406
504	1207.921224
505	1207.433789
506	1206.8926
507	1205.874454
508	1205.234091
509	1205.003529
510	1204.725575
511	1204.37273
512	1204.137579
513	1204.008113
514	1203.728829
515	1203.461426
516	1203.257702
517	1203.078975
518	1202.488632
519	1202.351961
520	1202.130025
521	1201.598878
522	1201.07239
523	1200.698696
524	1200.214489
525	1200.020042
526	1199.785638
527	1198.975899
528	1198.834067
529	1198.491139
530	1198.112177
531	1197.84305
532	1197.658138
533	1197.450049
534	1196.989805
535	1196.395622
536	1196.116098
537	1195.887456
538	1195.511353
539	1195.383871
540	1195.176593
541	1194.878354
542	1194.687323
543	1194.206227
544	1194.086812
545	1193.913738
546	1193.7895
547	1193.635743
548	1193.520969
549	1193.413302
550	1193.185459
551	1192.512649
552	1192.345777
553	1192.037824
554	1191.17923
555	1190.893907
556	1190.664534
557	1190.145735
558	1189.963605
559	1189.67682
560	1189.485076
561	1189.262311
562	1188.513572
563	1188.236251
564	1188.058776
565	1187.315338
566	1187.150798
567	1186.787606
568	1186.450179
569	1186.296172
570	1185.703662
571	1185.600328
572	1185.334674
573	1184.602422
574	1184.262321
575	1183.66353
576	1183.178969
577	1182.787033
578	1182.551117
579	1182.204338
580	1181.609716
581	1181.178702
582	1180.941679
583	1180.557097
584	1180.388748
585	1180.17056
586	1179.915161
587	1179.732545
588	1179.519021
589	1179.28819
590	1178.950611
591	1178.042516
592	1177.664737
593	1177.54375
594	1177.355553
595	1177.200443
596	1177.074979
597	1176.992417
598	1176.890389
599	1176.517994
600	1176.33208
601	1176.193861
602	1175.648961
603	1175.43222
604	1174.940918
605	1174.808164
606	1174.583008
607	1174.419028
608	1173.477356
609	1173.245221
610	1173.05597
611	1172.794481
612	1172.389203
613	1172.166699
614	1172.004404
615	1171.615532
616	1171.468536
617	1171.220579
618	1171.083365
619	1170.387934
620	1169.909782
621	1169.684673
622	1169.483716
623	1168.916831
624	1168.639283
625	1168.180209
626	1168.024913
627	1167.744072
628	1167.118679
629	1166.504454
630	1166.050614
631	1165.692353
632	1165.261829
633	1165.026375
634	1164.85038
635	1163.446648
636	1163.167938
637	1162.962662
638	1162.592489
639	1162.159377
640	1161.934825
641	1161.853923
642	1161.553119
643	1161.198452
644	1161.036364
645	1160.395082
646	1160.146968
647	1159.473777
648	1159.355982
649	1158.826036
650	1158.674908
651	1158.338803
652	1157.984291
653	1157.868459
654	1157.797134
655	1157.533065
656	1157.219204
657	1157.078253
658	1156.935548
659	1156.429773
660	1156.226819
661	1156.031464
662	1155.727039
663	1155.31212
664	1154.959747
665	1154.595529
666	1154.150551
667	1153.733382
668	1153.587462
669	1152.994731
670	1152.787032
671	1152.459054
672	1152.234458
673	1152.098057
674	1151.89556
675	1151.787674
676	1151.629322
677	1151.239036
678	1151.157718
679	1150.956499
680	1150.618719
681	1150.350734
682	1150.10811
683	1149.893462
684	1149.689528
685	1149.509849
686	1149.321079
687	1148.79165
688	1148.596166
689	1148.445352
690	1148.252736
691	1148.151445
692	1147.915
693	1147.712566
694	1147.390206
695	1147.208004
696	1146.986514
697	1146.834951
698	1146.386921
699	1145.893859
700	1145.635707
701	1145.399873
702	1145.181588
703	1145.050946
704	1144.871841
705	1144.503768
706	1144.423153
707	1143.907988
708	1143.744963
709	1143.507936
710	1143.007699
711	1142.84244
712	1142.706465
713	1142.547169
714	1142.134014
715	1141.66319
716	1141.249468
717	1140.728774
718	1140.386686
719	1140.122369
720	1139.992013
721	1139.746452
722	1139.630014
723	1139.465674
724	1139.344464
725	1139.266972
726	1139.026
727	1138.566212
728	1138.402407
729	1138.263378
730	1138.04986
731	1137.886508
732	1137.595864
733	1137.277651
734	1137.126197
735	1136.861769
736	1136.558484
737	1136.25616
738	1135.842757
739	1135.703694
740	1135.584767
741	1135.264471
742	1135.096538
743	1134.691773
744	1134.458798
745	1133.810549
746	1133.513152
747	1133.371963
748	1133.227342
749	1132.868323
750	1132.554242
751	1132.329147
752	1132.22888
753	1132.115859
754	1131.559624
755	1131.273274
756	1130.962654
757	1130.82697
758	1130.251891
759	1129.777933
760	1129.477514
761	1129.375379
762	1129.288907
763	1129.037806
764	1128.921948
765	1128.819674
766	1128.544636
767	1128.089487
768	1127.898576
769	1127.765208
770	1127.298504
771	1127.022191
772	1126.691312
773	1126.292599
774	1126.126345
775	1126.040325
776	1125.894434
777	1125.491509
778	1125.366648
779	1125.304099
780	1125.082958
781	1124.944274
782	1124.724427
783	1124.617297
784	1124.40446
785	1124.172928
786	1124.054042
787	1123.812044
788	1123.509935
789	1123.330952
790	1123.218516
791	1123.124214
792	1122.816905
793	1122.299225
794	1122.111244
795	1121.823102
796	1121.188266
797	1120.969811
798	1120.829841
799	1120.528521
800	1120.219707
801	1120.071583
802	1119.928331
803	1119.443928
804	1119.336799
805	1119.154421
806	1118.458571
807	1118.053657
808	1117.890468
809	1117.683778
810	1117.438004
811	1117.318127
812	1116.959916
813	1116.550229
814	1116.210413
815	1115.883959
816	1115.788322
817	1115.507665
818	1115.112557
819	1114.776782
820	1114.336796
821	1114.195227
822	1113.951391
823	1113.857459
824	1113.576721
825	1113.200842
826	1112.809053
827	1112.639589
828	1112.403147
829	1111.881247
830	1111.762101
831	1111.461798
832	1111.368457
833	1111.044977
834	1110.611569
835	1110.416469
836	1110.213706
837	1110.102565
838	1109.994004
839	1109.547989
840	1109.385807
841	1109.268239
842	1109.095837
843	1108.875312
844	1108.745565
845	1108.593162
846	1108.424786
847	1108.317084
848	1108.167346
849	1107.527309
850	1107.181601
851	1107.070031
852	1106.799242
853	1106.345768
854	1106.198633
855	1105.787555
856	1105.561887
857	1105.393657
858	1105.259923
859	1105.126398
860	1104.822021
861	1104.758311
862	1104.440174
863	1104.179702
864	1103.698133
865	1103.545795
866	1103.064274
867	1102.872964
868	1102.77194
869	1102.629236
870	1102.22783
871	1102.145899
872	1101.876613
873	1101.603864
874	1101.42202
875	1101.32389
876	1101.015811
877	1100.873191
878	1100.7313
879	1100.430443
880	1100.001879
881	1099.864284
882	1099.72674
883	1099.655571
884	1099.479268
885	1099.371788
886	1099.248278
887	1098.865265
888	1098.132324
889	1097.910791
890	1097.726789
891	1097.522044
892	1097.236296
893	1096.744399
894	1096.315807
895	1096.154395
896	1096.057638
897	1095.93522
898	1095.590308
899	1095.481318
900	1095.399278
901	1095.315817
902	1095.200837
903	1095.049728
904	1094.488231
905	1094.290619
906	1094.196088
907	1093.885528
908	1093.798621
909	1093.691967
910	1093.50913
911	1093.305435
912	1093.20851
913	1093.032573
914	1092.73249
915	1092.356103
916	1092.204954
917	1091.974477
918	1091.516444
919	1091.230441
920	1091.065819
921	1090.968958
922	1090.850849
923	1090.350158
924	1090.24999
925	1090.042335
926	1089.907656
927	1089.788575
928	1089.633874
929	1089.525351
930	1089.359035
931	1088.946779
932	1088.677245
933	1088.498755
934	1088.185236
935	1088.10641
936	1087.894985
937	1087.812184
938	1087.434611
939	1087.277952
940	1087.175986
941	1087.111414
942	1087.045214
943	1086.91018
944	1086.542264
945	1086.440491
946	1086.277342
947	1086.112518
948	1085.975976
949	1085.663872
950	1085.364427
951	1085.190361
952	1084.938353
953	1084.756153
954	1084.580459
955	1084.002589
956	1083.748924
957	1083.492761
958	1083.252191
959	1083.209152
960	1083.07778
961	1082.493963
962	1082.317492
963	1082.154897
964	1081.908387
965	1081.83836
966	1081.225672
967	1081.092355
968	1080.911148
969	1080.835298
970	1080.665541
971	1080.352541
972	1080.086008
973	1079.926999
974	1079.6715
975	1079.54375
976	1079.490455
977	1079.331552
978	1079.254574
979	1078.931921
980	1078.770469
981	1078.567864
982	1078.341009
983	1078.196756
984	1078.004608
985	1077.789382
986	1077.647821
987	1077.513591
988	1077.426656
989	1077.19723
990	1077.04557
991	1076.871836
992	1076.674602
993	1076.577199
994	1076.357815
995	1076.303444
996	1076.217684
997	1075.959575
998	1075.834516
999	1075.618536
